src_node,dest_node,nodesList,distance,linksList,numHops
29,32,"[29, 23, 35, 31, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34, 32]",124.0,"[82, 83, 98, 92, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104, 100]",15
29,33,"[29, 28, 31, 1, 11, 37, 33]",36.0,"[91, 92, 12, 9, 57, 102]",6
29,33,"[29, 28, 31, 1, 12, 33]",39.0,"[91, 92, 12, 10, 61]",5
29,33,"[29, 23, 35, 31, 1, 11, 37, 33]",48.0,"[82, 83, 98, 12, 9, 57, 102]",7
29,33,"[29, 23, 35, 31, 1, 12, 33]",51.0,"[82, 83, 98, 12, 10, 61]",6
29,33,"[29, 28, 31, 1, 11, 37, 145, 146, 33]",62.0,"[91, 92, 12, 9, 57, 112, 209, 103]",8
29,34,"[29, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34]",73.0,"[91, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104]",11
29,34,"[29, 28, 19, 30, 8, 24, 25, 119, 118, 120, 34]",75.0,"[91, 73, 74, 44, 42, 85, 88, 191, 192, 104]",10
29,34,"[29, 28, 19, 30, 8, 125, 124, 24, 25, 119, 118, 120, 34]",80.0,"[91, 73, 74, 44, 46, 195, 86, 85, 88, 191, 192, 104]",12
29,34,"[29, 28, 19, 30, 8, 125, 126, 24, 25, 119, 118, 120, 34]",85.0,"[91, 73, 74, 44, 46, 196, 87, 85, 88, 191, 192, 104]",12
29,34,"[29, 23, 35, 31, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34]",91.0,"[82, 83, 98, 92, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104]",14
29,35,"[29, 23, 35]",14.0,"[82, 83]",2
29,35,"[29, 28, 31, 35]",16.0,"[91, 92, 98]",3
29,35,"[29, 28, 19, 136, 137, 138, 31, 35]",46.0,"[91, 73, 75, 203, 204, 99, 98]",7
29,35,"[29, 134, 133, 135, 28, 31, 35]",49.0,"[94, 201, 202, 93, 92, 98]",6
29,35,"[29, 28, 31, 1, 21, 130, 132, 131, 35]",51.0,"[91, 92, 12, 11, 79, 199, 200, 105]",8
29,36,"[29, 28, 31, 1, 21, 36]",28.0,"[91, 92, 12, 11, 78]",5
29,36,"[29, 28, 19, 30, 152, 38, 36]",31.0,"[91, 73, 74, 96, 117, 106]",6
29,36,"[29, 28, 19, 30, 38, 36]",33.0,"[91, 73, 74, 95, 106]",5
29,36,"[29, 23, 35, 31, 1, 21, 36]",40.0,"[82, 83, 98, 12, 11, 78]",6
29,36,"[29, 28, 19, 30, 152, 150, 151, 38, 36]",48.0,"[91, 73, 74, 96, 216, 215, 116, 106]",8
29,37,"[29, 28, 31, 1, 11, 37]",30.0,"[91, 92, 12, 9, 57]",5
29,37,"[29, 23, 35, 31, 1, 11, 37]",42.0,"[82, 83, 98, 12, 9, 57]",6
29,37,"[29, 28, 31, 1, 12, 33, 37]",45.0,"[91, 92, 12, 10, 61, 102]",6
29,37,"[29, 23, 35, 31, 1, 12, 33, 37]",57.0,"[82, 83, 98, 12, 10, 61, 102]",7
29,37,"[29, 28, 19, 136, 137, 138, 31, 1, 11, 37]",60.0,"[91, 73, 75, 203, 204, 99, 12, 9, 57]",9
29,38,"[29, 28, 19, 30, 152, 38]",21.0,"[91, 73, 74, 96, 117]",5
29,38,"[29, 28, 19, 30, 38]",23.0,"[91, 73, 74, 95]",4
29,38,"[29, 28, 19, 30, 152, 150, 151, 38]",38.0,"[91, 73, 74, 96, 216, 215, 116]",7
29,38,"[29, 28, 31, 1, 21, 36, 38]",38.0,"[91, 92, 12, 11, 78, 106]",6
29,38,"[29, 23, 35, 31, 28, 19, 30, 152, 38]",39.0,"[82, 83, 98, 92, 73, 74, 96, 117]",8
30,0,"[30, 19, 28, 31, 1, 12, 13, 0]",25.0,"[74, 73, 92, 12, 10, 60, 2]",7
30,0,"[30, 19, 28, 29, 23, 35, 31, 1, 12, 13, 0]",49.0,"[74, 73, 91, 82, 83, 98, 12, 10, 60, 2]",10
30,0,"[30, 19, 136, 137, 138, 31, 1, 12, 13, 0]",51.0,"[74, 75, 203, 204, 99, 12, 10, 60, 2]",9
30,0,"[30, 152, 38, 36, 21, 1, 12, 13, 0]",52.0,"[96, 117, 106, 78, 11, 10, 60, 2]",8
30,0,"[30, 38, 36, 21, 1, 12, 13, 0]",54.0,"[95, 106, 78, 11, 10, 60, 2]",7
30,1,"[30, 19, 28, 31, 1]",10.0,"[74, 73, 92, 12]",4
30,1,"[30, 19, 28, 29, 23, 35, 31, 1]",34.0,"[74, 73, 91, 82, 83, 98, 12]",7
30,1,"[30, 19, 136, 137, 138, 31, 1]",36.0,"[74, 75, 203, 204, 99, 12]",6
30,1,"[30, 152, 38, 36, 21, 1]",37.0,"[96, 117, 106, 78, 11]",5
30,1,"[30, 38, 36, 21, 1]",39.0,"[95, 106, 78, 11]",4
30,2,"[30, 19, 28, 31, 1, 11, 2]",24.0,"[74, 73, 92, 12, 9, 15]",6
30,2,"[30, 19, 28, 29, 23, 35, 31, 1, 11, 2]",48.0,"[74, 73, 91, 82, 83, 98, 12, 9, 15]",9
30,2,"[30, 19, 136, 137, 138, 31, 1, 11, 2]",50.0,"[74, 75, 203, 204, 99, 12, 9, 15]",8
30,2,"[30, 152, 38, 36, 21, 1, 11, 2]",51.0,"[96, 117, 106, 78, 11, 9, 15]",7
30,2,"[30, 38, 36, 21, 1, 11, 2]",53.0,"[95, 106, 78, 11, 9, 15]",6
30,3,"[30, 19, 28, 31, 35, 18, 3]",40.0,"[74, 73, 92, 98, 71, 20]",6
30,3,"[30, 19, 28, 31, 1, 3]",46.14,"[74, 73, 92, 12, 7]",5
30,3,"[30, 19, 28, 29, 23, 35, 18, 3]",50.0,"[74, 73, 91, 82, 83, 71, 20]",7
30,3,"[30, 19, 28, 31, 1, 12, 13, 0, 14, 3]",51.0,"[74, 73, 92, 12, 10, 60, 2, 3, 19]",9
30,3,"[30, 19, 28, 31, 1, 12, 13, 0, 3]",51.1,"[74, 73, 92, 12, 10, 60, 2, 1]",8
30,4,"[30, 8, 124, 24, 4]",27.119999999999997,"[44, 45, 86, 25]",4
30,4,"[30, 8, 24, 4]",29.119999999999997,"[44, 42, 25]",3
30,4,"[30, 8, 125, 124, 24, 4]",34.12,"[44, 46, 195, 86, 25]",5
30,4,"[30, 8, 125, 126, 24, 4]",39.12,"[44, 46, 196, 87, 25]",5
30,4,"[30, 8, 124, 125, 126, 24, 4]",48.12,"[44, 45, 195, 196, 87, 25]",6
30,5,"[30, 19, 28, 31, 35, 23, 5]",24.31,"[74, 73, 92, 98, 83, 29]",6
30,5,"[30, 19, 28, 29, 23, 5]",26.31,"[74, 73, 91, 82, 29]",5
30,5,"[30, 8, 27, 23, 5]",46.31,"[44, 43, 81, 29]",4
30,5,"[30, 19, 136, 137, 138, 31, 35, 23, 5]",50.31,"[74, 75, 203, 204, 99, 98, 83, 29]",8
30,5,"[30, 152, 38, 36, 21, 1, 31, 35, 23, 5]",57.31,"[96, 117, 106, 78, 11, 12, 98, 83, 29]",9
30,6,"[30, 8, 124, 24, 4, 26, 7, 6]",75.96,"[44, 45, 86, 25, 26, 40, 35]",7
30,6,"[30, 8, 124, 24, 25, 9, 6]",77.0,"[44, 45, 86, 85, 47, 36]",6
30,6,"[30, 8, 24, 4, 26, 7, 6]",77.95999999999998,"[44, 42, 25, 26, 40, 35]",6
30,6,"[30, 19, 28, 31, 1, 11, 128, 129, 127, 26, 7, 6]",78.0,"[74, 73, 92, 12, 9, 58, 198, 197, 89, 40, 35]",11
30,6,"[30, 8, 24, 25, 9, 6]",78.99999999999997,"[44, 42, 85, 47, 36]",5
30,7,"[30, 8, 124, 24, 4, 26, 7]",55.959999999999994,"[44, 45, 86, 25, 26, 40]",6
30,7,"[30, 8, 24, 4, 26, 7]",57.95999999999999,"[44, 42, 25, 26, 40]",5
30,7,"[30, 19, 28, 31, 1, 11, 128, 129, 127, 26, 7]",57.99999999999999,"[74, 73, 92, 12, 9, 58, 198, 197, 89, 40]",10
30,7,"[30, 19, 28, 31, 1, 11, 129, 127, 26, 7]",58.99999999999999,"[74, 73, 92, 12, 9, 59, 197, 89, 40]",9
30,7,"[30, 8, 125, 124, 24, 4, 26, 7]",62.95999999999998,"[44, 46, 195, 86, 25, 26, 40]",7
30,8,"[30, 8]",9.0,[44],1
30,8,"[30, 19, 28, 31, 35, 23, 27, 8]",49.0,"[74, 73, 92, 98, 83, 81, 43]",7
30,8,"[30, 19, 28, 29, 23, 27, 8]",51.0,"[74, 73, 91, 82, 81, 43]",6
30,8,"[30, 19, 28, 31, 1, 140, 141, 139, 27, 8]",54.0,"[74, 73, 92, 12, 13, 206, 205, 90, 43]",9
30,8,"[30, 19, 28, 31, 1, 11, 2, 4, 24, 124, 8]",71.44999999999999,"[74, 73, 92, 12, 9, 15, 14, 25, 86, 45]",10
30,9,"[30, 8, 124, 24, 25, 9]",52.0,"[44, 45, 86, 85, 47]",5
30,9,"[30, 8, 24, 25, 9]",54.0,"[44, 42, 85, 47]",4
30,9,"[30, 8, 125, 124, 24, 25, 9]",59.0,"[44, 46, 195, 86, 85, 47]",6
30,9,"[30, 8, 125, 126, 24, 25, 9]",64.0,"[44, 46, 196, 87, 85, 47]",6
30,9,"[30, 8, 124, 125, 126, 24, 25, 9]",73.0,"[44, 45, 195, 196, 87, 85, 47]",7
30,10,"[30, 8, 124, 24, 4, 26, 7, 116, 117, 115, 10]",94.96,"[44, 45, 86, 25, 26, 40, 41, 190, 189, 55]",10
30,10,"[30, 8, 24, 4, 26, 7, 116, 117, 115, 10]",96.95999999999998,"[44, 42, 25, 26, 40, 41, 190, 189, 55]",9
30,10,"[30, 19, 28, 31, 1, 11, 128, 129, 127, 26, 7, 116, 117, 115, 10]",97.0,"[74, 73, 92, 12, 9, 58, 198, 197, 89, 40, 41, 190, 189, 55]",14
30,10,"[30, 19, 28, 31, 1, 11, 129, 127, 26, 7, 116, 117, 115, 10]",98.0,"[74, 73, 92, 12, 9, 59, 197, 89, 40, 41, 190, 189, 55]",13
30,10,"[30, 8, 124, 24, 4, 26, 7, 6, 10]",98.96,"[44, 45, 86, 25, 26, 40, 35, 37]",8
30,11,"[30, 19, 28, 31, 1, 11]",15.0,"[74, 73, 92, 12, 9]",5
30,11,"[30, 19, 28, 29, 23, 35, 31, 1, 11]",39.0,"[74, 73, 91, 82, 83, 98, 12, 9]",8
30,11,"[30, 19, 136, 137, 138, 31, 1, 11]",41.0,"[74, 75, 203, 204, 99, 12, 9]",7
30,11,"[30, 152, 38, 36, 21, 1, 11]",42.0,"[96, 117, 106, 78, 11, 9]",6
30,11,"[30, 38, 36, 21, 1, 11]",44.0,"[95, 106, 78, 11, 9]",5
30,12,"[30, 19, 28, 31, 1, 12]",15.0,"[74, 73, 92, 12, 10]",5
30,12,"[30, 19, 28, 29, 23, 35, 31, 1, 12]",39.0,"[74, 73, 91, 82, 83, 98, 12, 10]",8
30,12,"[30, 19, 136, 137, 138, 31, 1, 12]",41.0,"[74, 75, 203, 204, 99, 12, 10]",7
30,12,"[30, 152, 38, 36, 21, 1, 12]",42.0,"[96, 117, 106, 78, 11, 10]",6
30,12,"[30, 38, 36, 21, 1, 12]",44.0,"[95, 106, 78, 11, 10]",5
30,13,"[30, 19, 28, 31, 1, 12, 13]",20.0,"[74, 73, 92, 12, 10, 60]",6
30,13,"[30, 19, 28, 29, 23, 35, 31, 1, 12, 13]",44.0,"[74, 73, 91, 82, 83, 98, 12, 10, 60]",9
30,13,"[30, 19, 136, 137, 138, 31, 1, 12, 13]",46.0,"[74, 75, 203, 204, 99, 12, 10, 60]",8
30,13,"[30, 152, 38, 36, 21, 1, 12, 13]",47.0,"[96, 117, 106, 78, 11, 10, 60]",7
30,13,"[30, 38, 36, 21, 1, 12, 13]",49.0,"[95, 106, 78, 11, 10, 60]",6
30,14,"[30, 19, 28, 31, 1, 12, 13, 0, 14]",35.0,"[74, 73, 92, 12, 10, 60, 2, 3]",8
30,14,"[30, 19, 28, 31, 35, 18, 3, 14]",56.0,"[74, 73, 92, 98, 71, 20, 19]",7
30,14,"[30, 19, 28, 29, 23, 35, 31, 1, 12, 13, 0, 14]",59.0,"[74, 73, 91, 82, 83, 98, 12, 10, 60, 2, 3]",11
30,14,"[30, 19, 136, 137, 138, 31, 1, 12, 13, 0, 14]",61.0,"[74, 75, 203, 204, 99, 12, 10, 60, 2, 3]",10
30,14,"[30, 152, 38, 36, 21, 1, 12, 13, 0, 14]",62.0,"[96, 117, 106, 78, 11, 10, 60, 2, 3]",9
30,15,"[30, 19, 28, 31, 1, 12, 13, 0, 15]",36.0,"[74, 73, 92, 12, 10, 60, 2, 4]",8
30,15,"[30, 19, 28, 29, 23, 35, 31, 1, 12, 13, 0, 15]",60.0,"[74, 73, 91, 82, 83, 98, 12, 10, 60, 2, 4]",11
30,15,"[30, 19, 136, 137, 138, 31, 1, 12, 13, 0, 15]",62.0,"[74, 75, 203, 204, 99, 12, 10, 60, 2, 4]",10
30,15,"[30, 152, 38, 36, 21, 1, 12, 13, 0, 15]",63.0,"[96, 117, 106, 78, 11, 10, 60, 2, 4]",9
30,15,"[30, 38, 36, 21, 1, 12, 13, 0, 15]",65.0,"[95, 106, 78, 11, 10, 60, 2, 4]",8
30,16,"[30, 19, 28, 31, 1, 11, 2, 17, 16]",38.0,"[74, 73, 92, 12, 9, 15, 16, 67]",8
30,16,"[30, 19, 28, 31, 1, 12, 13, 0, 16]",45.0,"[74, 73, 92, 12, 10, 60, 2, 5]",8
30,16,"[30, 19, 28, 29, 23, 35, 31, 1, 11, 2, 17, 16]",62.0,"[74, 73, 91, 82, 83, 98, 12, 9, 15, 16, 67]",11
30,16,"[30, 19, 136, 137, 138, 31, 1, 11, 2, 17, 16]",64.0,"[74, 75, 203, 204, 99, 12, 9, 15, 16, 67]",10
30,16,"[30, 152, 38, 36, 21, 1, 11, 2, 17, 16]",65.0,"[96, 117, 106, 78, 11, 9, 15, 16, 67]",9
30,17,"[30, 19, 28, 31, 1, 11, 2, 17]",34.0,"[74, 73, 92, 12, 9, 15, 16]",7
30,17,"[30, 19, 28, 31, 1, 12, 13, 0, 16, 17]",49.0,"[74, 73, 92, 12, 10, 60, 2, 5, 67]",9
30,17,"[30, 19, 28, 29, 23, 35, 31, 1, 11, 2, 17]",58.0,"[74, 73, 91, 82, 83, 98, 12, 9, 15, 16]",10
30,17,"[30, 19, 136, 137, 138, 31, 1, 11, 2, 17]",60.0,"[74, 75, 203, 204, 99, 12, 9, 15, 16]",9
30,17,"[30, 152, 38, 36, 21, 1, 11, 2, 17]",61.0,"[96, 117, 106, 78, 11, 9, 15, 16]",8
30,18,"[30, 19, 28, 31, 35, 18]",30.0,"[74, 73, 92, 98, 71]",5
30,18,"[30, 19, 28, 29, 23, 35, 18]",40.0,"[74, 73, 91, 82, 83, 71]",6
30,18,"[30, 19, 136, 137, 138, 31, 35, 18]",56.0,"[74, 75, 203, 204, 99, 98, 71]",7
30,18,"[30, 19, 28, 31, 1, 3, 18]",56.14,"[74, 73, 92, 12, 7, 20]",6
30,18,"[30, 8, 27, 23, 35, 18]",60.0,"[44, 43, 81, 83, 71]",5
30,19,"[30, 19]",2.0,[74],1
30,19,"[30, 152, 38, 36, 21, 1, 31, 28, 19]",45.0,"[96, 117, 106, 78, 11, 12, 92, 73]",8
30,19,"[30, 38, 36, 21, 1, 31, 28, 19]",47.0,"[95, 106, 78, 11, 12, 92, 73]",7
30,19,"[30, 8, 27, 23, 35, 31, 28, 19]",56.0,"[44, 43, 81, 83, 98, 92, 73]",7
30,19,"[30, 8, 27, 23, 29, 28, 19]",58.0,"[44, 43, 81, 82, 91, 73]",6
30,20,"[30, 19, 28, 31, 1, 12, 13, 0, 15, 105, 103, 104, 20]",62.0,"[74, 73, 92, 12, 10, 60, 2, 4, 66, 179, 178, 77]",12
30,20,"[30, 19, 28, 31, 1, 12, 13, 0, 15, 20]",67.0,"[74, 73, 92, 12, 10, 60, 2, 4, 65]",9
30,20,"[30, 19, 28, 31, 1, 11, 2, 17, 22, 20]",76.0,"[74, 73, 92, 12, 9, 15, 16, 69, 76]",9
30,20,"[30, 19, 28, 29, 23, 35, 31, 1, 12, 13, 0, 15, 105, 103, 104, 20]",86.0,"[74, 73, 91, 82, 83, 98, 12, 10, 60, 2, 4, 66, 179, 178, 77]",15
30,20,"[30, 19, 136, 137, 138, 31, 1, 12, 13, 0, 15, 105, 103, 104, 20]",88.0,"[74, 75, 203, 204, 99, 12, 10, 60, 2, 4, 66, 179, 178, 77]",14
30,21,"[30, 19, 28, 31, 1, 21]",17.0,"[74, 73, 92, 12, 11]",5
30,21,"[30, 152, 38, 36, 21]",30.0,"[96, 117, 106, 78]",4
30,21,"[30, 38, 36, 21]",32.0,"[95, 106, 78]",3
30,21,"[30, 19, 28, 29, 23, 35, 31, 1, 21]",41.0,"[74, 73, 91, 82, 83, 98, 12, 11]",8
30,21,"[30, 19, 136, 137, 138, 31, 1, 21]",43.0,"[74, 75, 203, 204, 99, 12, 11]",7
30,22,"[30, 19, 28, 31, 1, 11, 2, 17, 22]",62.0,"[74, 73, 92, 12, 9, 15, 16, 69]",8
30,22,"[30, 19, 28, 31, 1, 12, 13, 0, 15, 105, 103, 104, 20, 22]",76.0,"[74, 73, 92, 12, 10, 60, 2, 4, 66, 179, 178, 77, 76]",13
30,22,"[30, 19, 28, 31, 1, 12, 13, 0, 16, 17, 22]",77.0,"[74, 73, 92, 12, 10, 60, 2, 5, 67, 69]",10
30,22,"[30, 19, 28, 31, 1, 12, 13, 0, 15, 20, 22]",81.0,"[74, 73, 92, 12, 10, 60, 2, 4, 65, 76]",10
30,22,"[30, 19, 28, 31, 1, 11, 2, 17, 16, 108, 106, 107, 22]",83.0,"[74, 73, 92, 12, 9, 15, 16, 67, 68, 181, 180, 80]",12
30,23,"[30, 19, 28, 31, 35, 23]",18.0,"[74, 73, 92, 98, 83]",5
30,23,"[30, 19, 28, 29, 23]",20.0,"[74, 73, 91, 82]",4
30,23,"[30, 8, 27, 23]",40.0,"[44, 43, 81]",3
30,23,"[30, 19, 136, 137, 138, 31, 35, 23]",44.0,"[74, 75, 203, 204, 99, 98, 83]",7
30,23,"[30, 152, 38, 36, 21, 1, 31, 35, 23]",51.0,"[96, 117, 106, 78, 11, 12, 98, 83]",8
30,24,"[30, 8, 124, 24]",18.0,"[44, 45, 86]",3
30,24,"[30, 8, 24]",20.0,"[44, 42]",2
30,24,"[30, 8, 125, 124, 24]",25.0,"[44, 46, 195, 86]",4
30,24,"[30, 8, 125, 126, 24]",30.0,"[44, 46, 196, 87]",4
30,24,"[30, 8, 124, 125, 126, 24]",39.0,"[44, 45, 195, 196, 87]",5
30,25,"[30, 8, 124, 24, 25]",28.0,"[44, 45, 86, 85]",4
30,25,"[30, 8, 24, 25]",30.0,"[44, 42, 85]",3
30,25,"[30, 8, 125, 124, 24, 25]",35.0,"[44, 46, 195, 86, 85]",5
30,25,"[30, 8, 125, 126, 24, 25]",40.0,"[44, 46, 196, 87, 85]",5
30,25,"[30, 8, 124, 125, 126, 24, 25]",49.0,"[44, 45, 195, 196, 87, 85]",6
30,26,"[30, 8, 124, 24, 4, 26]",42.959999999999994,"[44, 45, 86, 25, 26]",5
30,26,"[30, 8, 24, 4, 26]",44.95999999999999,"[44, 42, 25, 26]",4
30,26,"[30, 19, 28, 31, 1, 11, 128, 129, 127, 26]",44.99999999999999,"[74, 73, 92, 12, 9, 58, 198, 197, 89]",9
30,26,"[30, 19, 28, 31, 1, 11, 129, 127, 26]",45.99999999999999,"[74, 73, 92, 12, 9, 59, 197, 89]",8
30,26,"[30, 8, 125, 124, 24, 4, 26]",49.95999999999998,"[44, 46, 195, 86, 25, 26]",6
30,27,"[30, 8, 27]",20.0,"[44, 43]",2
30,27,"[30, 19, 28, 31, 35, 23, 27]",38.0,"[74, 73, 92, 98, 83, 81]",6
30,27,"[30, 19, 28, 29, 23, 27]",40.0,"[74, 73, 91, 82, 81]",5
30,27,"[30, 19, 28, 31, 1, 140, 141, 139, 27]",43.0,"[74, 73, 92, 12, 13, 206, 205, 90]",8
30,27,"[30, 19, 136, 137, 138, 31, 35, 23, 27]",64.0,"[74, 75, 203, 204, 99, 98, 83, 81]",8
30,28,"[30, 19, 28]",4.0,"[74, 73]",2
30,28,"[30, 19, 136, 137, 138, 31, 28]",36.0,"[74, 75, 203, 204, 99, 92]",6
30,28,"[30, 152, 38, 36, 21, 1, 31, 28]",43.0,"[96, 117, 106, 78, 11, 12, 92]",7
30,28,"[30, 38, 36, 21, 1, 31, 28]",45.0,"[95, 106, 78, 11, 12, 92]",6
30,28,"[30, 8, 27, 23, 35, 31, 28]",54.0,"[44, 43, 81, 83, 98, 92]",6
30,29,"[30, 19, 28, 29]",10.0,"[74, 73, 91]",3
30,29,"[30, 19, 28, 31, 35, 23, 29]",28.0,"[74, 73, 92, 98, 83, 82]",6
30,29,"[30, 19, 136, 137, 138, 31, 28, 29]",42.0,"[74, 75, 203, 204, 99, 92, 91]",7
30,29,"[30, 19, 28, 135, 133, 134, 29]",43.0,"[74, 73, 93, 202, 201, 94]",6
30,29,"[30, 152, 38, 36, 21, 1, 31, 28, 29]",49.0,"[96, 117, 106, 78, 11, 12, 92, 91]",8
30,31,"[30, 19, 28, 31]",7.0,"[74, 73, 92]",3
30,31,"[30, 19, 28, 29, 23, 35, 31]",31.0,"[74, 73, 91, 82, 83, 98]",6
30,31,"[30, 19, 136, 137, 138, 31]",33.0,"[74, 75, 203, 204, 99]",5
30,31,"[30, 152, 38, 36, 21, 1, 31]",40.0,"[96, 117, 106, 78, 11, 12]",6
30,31,"[30, 38, 36, 21, 1, 31]",42.0,"[95, 106, 78, 11, 12]",5
30,32,"[30, 8, 124, 24, 25, 119, 118, 120, 34, 32]",96.0,"[44, 45, 86, 85, 88, 191, 192, 104, 100]",9
30,32,"[30, 8, 24, 25, 119, 118, 120, 34, 32]",98.0,"[44, 42, 85, 88, 191, 192, 104, 100]",8
30,32,"[30, 8, 125, 124, 24, 25, 119, 118, 120, 34, 32]",103.0,"[44, 46, 195, 86, 85, 88, 191, 192, 104, 100]",10
30,32,"[30, 8, 125, 126, 24, 25, 119, 118, 120, 34, 32]",108.0,"[44, 46, 196, 87, 85, 88, 191, 192, 104, 100]",10
30,32,"[30, 8, 124, 125, 126, 24, 25, 119, 118, 120, 34, 32]",117.0,"[44, 45, 195, 196, 87, 85, 88, 191, 192, 104, 100]",11
30,33,"[30, 19, 28, 31, 1, 11, 37, 33]",34.0,"[74, 73, 92, 12, 9, 57, 102]",7
30,33,"[30, 19, 28, 31, 1, 12, 33]",37.0,"[74, 73, 92, 12, 10, 61]",6
30,33,"[30, 19, 28, 29, 23, 35, 31, 1, 11, 37, 33]",58.0,"[74, 73, 91, 82, 83, 98, 12, 9, 57, 102]",10
30,33,"[30, 19, 28, 31, 1, 11, 37, 145, 146, 33]",60.0,"[74, 73, 92, 12, 9, 57, 112, 209, 103]",9
30,33,"[30, 19, 136, 137, 138, 31, 1, 11, 37, 33]",60.0,"[74, 75, 203, 204, 99, 12, 9, 57, 102]",9
30,34,"[30, 8, 124, 24, 25, 119, 118, 120, 34]",63.0,"[44, 45, 86, 85, 88, 191, 192, 104]",8
30,34,"[30, 8, 24, 25, 119, 118, 120, 34]",65.0,"[44, 42, 85, 88, 191, 192, 104]",7
30,34,"[30, 8, 125, 124, 24, 25, 119, 118, 120, 34]",70.0,"[44, 46, 195, 86, 85, 88, 191, 192, 104]",9
30,34,"[30, 8, 125, 126, 24, 25, 119, 118, 120, 34]",75.0,"[44, 46, 196, 87, 85, 88, 191, 192, 104]",9
30,34,"[30, 8, 124, 125, 126, 24, 25, 119, 118, 120, 34]",84.0,"[44, 45, 195, 196, 87, 85, 88, 191, 192, 104]",10
30,35,"[30, 19, 28, 31, 35]",14.0,"[74, 73, 92, 98]",4
30,35,"[30, 19, 28, 29, 23, 35]",24.0,"[74, 73, 91, 82, 83]",5
30,35,"[30, 19, 136, 137, 138, 31, 35]",40.0,"[74, 75, 203, 204, 99, 98]",6
30,35,"[30, 8, 27, 23, 35]",44.0,"[44, 43, 81, 83]",4
30,35,"[30, 152, 38, 36, 21, 1, 31, 35]",47.0,"[96, 117, 106, 78, 11, 12, 98]",7
30,36,"[30, 152, 38, 36]",21.0,"[96, 117, 106]",3
30,36,"[30, 38, 36]",23.0,"[95, 106]",2
30,36,"[30, 19, 28, 31, 1, 21, 36]",26.0,"[74, 73, 92, 12, 11, 78]",6
30,36,"[30, 152, 150, 151, 38, 36]",38.0,"[96, 216, 215, 116, 106]",5
30,36,"[30, 153, 152, 38, 36]",41.0,"[97, 217, 117, 106]",4
30,37,"[30, 19, 28, 31, 1, 11, 37]",28.0,"[74, 73, 92, 12, 9, 57]",6
30,37,"[30, 19, 28, 31, 1, 12, 33, 37]",43.0,"[74, 73, 92, 12, 10, 61, 102]",7
30,37,"[30, 19, 28, 29, 23, 35, 31, 1, 11, 37]",52.0,"[74, 73, 91, 82, 83, 98, 12, 9, 57]",9
30,37,"[30, 19, 136, 137, 138, 31, 1, 11, 37]",54.0,"[74, 75, 203, 204, 99, 12, 9, 57]",8
30,37,"[30, 152, 38, 36, 21, 1, 11, 37]",55.0,"[96, 117, 106, 78, 11, 9, 57]",7
30,38,"[30, 152, 38]",11.0,"[96, 117]",2
30,38,"[30, 38]",13.0,[95],1
30,38,"[30, 152, 150, 151, 38]",28.0,"[96, 216, 215, 116]",4
30,38,"[30, 153, 152, 38]",31.0,"[97, 217, 117]",3
30,38,"[30, 19, 28, 31, 1, 21, 36, 38]",36.0,"[74, 73, 92, 12, 11, 78, 106]",7
31,0,"[31, 1, 12, 13, 0]",18.0,"[12, 10, 60, 2]",4
31,0,"[31, 1, 12, 142, 144, 143, 13, 0]",49.0,"[12, 10, 62, 207, 208, 63, 2]",7
31,0,"[31, 1, 11, 2, 17, 16, 0]",51.0,"[12, 9, 15, 16, 67, 5]",6
31,0,"[31, 1, 11, 2, 0]",51.33,"[12, 9, 15, 0]",4
31,0,"[31, 1, 11, 37, 33, 12, 13, 0]",59.0,"[12, 9, 57, 102, 61, 60, 2]",7
31,1,"[31, 1]",3.0,[12],1
31,1,"[31, 28, 19, 30, 152, 38, 36, 21, 1]",44.0,"[92, 73, 74, 96, 117, 106, 78, 11]",8
31,1,"[31, 35, 131, 132, 130, 21, 1]",46.0,"[98, 105, 200, 199, 79, 11]",6
31,1,"[31, 28, 19, 30, 38, 36, 21, 1]",46.0,"[92, 73, 74, 95, 106, 78, 11]",7
31,1,"[31, 28, 19, 30, 8, 27, 139, 141, 140, 1]",60.0,"[92, 73, 74, 44, 43, 90, 205, 206, 13]",9
31,2,"[31, 1, 11, 2]",17.0,"[12, 9, 15]",3
31,2,"[31, 1, 12, 13, 0, 16, 17, 2]",52.0,"[12, 10, 60, 2, 5, 67, 16]",7
31,2,"[31, 1, 12, 13, 0, 2]",52.33,"[12, 10, 60, 2, 0]",5
31,2,"[31, 28, 19, 30, 152, 38, 36, 21, 1, 11, 2]",58.0,"[92, 73, 74, 96, 117, 106, 78, 11, 9, 15]",10
31,2,"[31, 1, 12, 33, 37, 11, 2]",58.0,"[12, 10, 61, 102, 57, 15]",6
31,3,"[31, 35, 18, 3]",33.0,"[98, 71, 20]",3
31,3,"[31, 1, 3]",39.14,"[12, 7]",2
31,3,"[31, 1, 12, 13, 0, 14, 3]",44.0,"[12, 10, 60, 2, 3, 19]",6
31,3,"[31, 1, 12, 13, 0, 3]",44.1,"[12, 10, 60, 2, 1]",5
31,3,"[31, 28, 29, 23, 35, 18, 3]",49.0,"[92, 91, 82, 83, 71, 20]",6
